1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
1,19
2,19
3,19
4,19
10,19
12,19
13,19
16,19
17,19
18,19
1,20
5,20
10,20
11,20
12,20
14,20
16,20
2,21
6,21
11,21
12,21
13,21
15,21
17,21
3,22
7,22
12,22
13,22
14,22
16,22
18,22
1,23
2,23
3,23
8,23
10,23
12,23
14,23
15,23
16,23
18,23
1,24
9,24
10,24
11,24
12,24
15,24
18,24
1,25
3,25
4,25
11,25
17,25
18,25
1,26
3,26
5,26
10,26
13,26
16,26
17,26
2,27
4,27
6,27
11,27
14,27
17,27
18,27
1,28
2,28
4,28
5,28
7,28
10,28
13,28
15,28
16,28
17,28
2,29
3,29
5,29
6,29
8,29
11,29
14,29
16,29
17,29
18,29
1,30
2,30
6,30
7,30
9,30
10,30
13,30
15,30
16,30
2,31
3,31
7,31
8,31
10,31
11,31
14,31
16,31
17,31
3,32
4,32
8,32
9,32
11,32
12,32
15,32
17,32
18,32
1,33
2,33
3,33
5,33
9,33
17,33
2,34
3,34
4,34
6,34
10,34
18,34
1,35
2,35
5,35
7,35
10,35
11,35
12,35
13,35
16,35
17,35
18,35
1,36
4,36
6,36
8,36
10,36
11,36
14,36
16,36
2,37
5,37
7,37
9,37
11,37
12,37
15,37
17,37
3,38
6,38
8,38
10,38
12,38
13,38
16,38
18,38
1,39
2,39
3,39
7,39
9,39
10,39
11,39
12,39
14,39
16,39
18,39
1,40
8,40
11,40
15,40
16,40
18,40
1,41
3,41
4,41
9,41
10,41
13,41
18,41
1,42
3,42
5,42
11,42
12,42
13,42
14,42
16,42
17,42
18,42
1,43
3,43
6,43
10,43
14,43
15,43
16,43
2,44
4,44
7,44
11,44
15,44
16,44
17,44
3,45
5,45
8,45
12,45
16,45
17,45
18,45
1,46
2,46
3,46
6,46
9,46
10,46
12,46
16,46
2,47
3,47
4,47
7,47
10,47
11,47
13,47
17,47
3,48
4,48
5,48
8,48
11,48
12,48
14,48
18,48
1,49
2,49
3,49
5,49
6,49
9,49
10,49
15,49
16,49
17,49
18,49
1,50
6,50
7,50
11,50
12,50
13,50
2,51
7,51
8,51
12,51
13,51
14,51
3,52
8,52
9,52
13,52
14,52
15,52
4,53
9,53
10,53
14,53
15,53
16,53
5,54
10,54
11,54
15,54
16,54
17,54
6,55
11,55
12,55
16,55
17,55
18,55
1,56
2,56
3,56
4,56
7,56
10,56
16,56
2,57
3,57
4,57
5,57
8,57
11,57
17,57
3,58
4,58
5,58
6,58
9,58
12,58
18,58
1,59
2,59
3,59
5,59
6,59
7,59
12,59
16,59
17,59
18,59
1,60
6,60
7,60
8,60
10,60
12,60
16,60
2,61
7,61
8,61
9,61
11,61
13,61
17,61
3,62
8,62
9,62
10,62
12,62
14,62
18,62
1,63
2,63
3,63
9,63
11,63
12,63
15,63
16,63
17,63
18,63
