1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
1,29
2,29
3,29
6,29
9,29
10,29
11,29
16,29
19,29
20,29
22,29
24,29
25,29
26,29
2,30
3,30
4,30
7,30
10,30
11,30
12,30
17,30
20,30
21,30
23,30
25,30
26,30
27,30
3,31
4,31
5,31
8,31
11,31
12,31
13,31
18,31
21,31
22,31
24,31
26,31
27,31
28,31
1,32
2,32
3,32
4,32
5,32
10,32
11,32
12,32
13,32
14,32
16,32
20,32
23,32
24,32
26,32
27,32
28,32
1,33
4,33
5,33
9,33
10,33
12,33
13,33
14,33
15,33
16,33
17,33
19,33
20,33
21,33
22,33
26,33
27,33
28,33
1,34
3,34
5,34
9,34
13,34
14,34
15,34
17,34
18,34
19,34
21,34
23,34
24,34
25,34
26,34
27,34
28,34
1,35
3,35
4,35
9,35
11,35
14,35
15,35
18,35
27,35
28,35
1,36
3,36
4,36
5,36
6,36
9,36
11,36
12,36
15,36
20,36
22,36
24,36
25,36
26,36
28,36
1,37
3,37
4,37
5,37
7,37
9,37
11,37
12,37
13,37
19,37
20,37
21,37
22,37
23,37
24,37
27,37
2,38
4,38
5,38
6,38
8,38
10,38
12,38
13,38
14,38
20,38
21,38
22,38
23,38
24,38
25,38
28,38
1,39
2,39
5,39
7,39
10,39
13,39
14,39
15,39
16,39
19,39
20,39
21,39
23,39
2,40
3,40
6,40
8,40
11,40
14,40
15,40
16,40
17,40
20,40
21,40
22,40
24,40
3,41
4,41
7,41
9,41
12,41
15,41
16,41
17,41
18,41
21,41
22,41
23,41
25,41
4,42
5,42
8,42
10,42
13,42
16,42
17,42
18,42
19,42
22,42
23,42
24,42
26,42
5,43
6,43
9,43
11,43
14,43
17,43
18,43
19,43
20,43
23,43
24,43
25,43
27,43
6,44
7,44
10,44
12,44
15,44
18,44
19,44
20,44
21,44
24,44
25,44
26,44
28,44
1,45
2,45
3,45
6,45
7,45
8,45
9,45
10,45
13,45
21,45
24,45
27,45
2,46
3,46
4,46
7,46
8,46
9,46
10,46
11,46
14,46
22,46
25,46
28,46
1,47
2,47
4,47
5,47
6,47
8,47
12,47
15,47
16,47
19,47
20,47
22,47
23,47
24,47
25,47
2,48
3,48
5,48
6,48
7,48
9,48
13,48
16,48
17,48
20,48
21,48
23,48
24,48
25,48
26,48
3,49
4,49
6,49
7,49
8,49
10,49
14,49
17,49
18,49
21,49
22,49
24,49
25,49
26,49
27,49
4,50
5,50
7,50
8,50
9,50
11,50
15,50
18,50
19,50
22,50
23,50
25,50
26,50
27,50
28,50
1,51
2,51
3,51
5,51
8,51
11,51
12,51
22,51
23,51
25,51
27,51
28,51
1,52
4,52
10,52
11,52
12,52
13,52
16,52
19,52
20,52
22,52
23,52
25,52
28,52
1,53
3,53
5,53
6,53
9,53
10,53
12,53
13,53
14,53
16,53
17,53
19,53
21,53
22,53
23,53
25,53
2,54
4,54
6,54
7,54
10,54
11,54
13,54
14,54
15,54
17,54
18,54
20,54
22,54
23,54
24,54
26,54
3,55
5,55
7,55
8,55
11,55
12,55
14,55
15,55
16,55
18,55
19,55
21,55
23,55
24,55
25,55
27,55
4,56
6,56
8,56
9,56
12,56
13,56
15,56
16,56
17,56
19,56
20,56
22,56
24,56
25,56
26,56
28,56
1,57
2,57
3,57
5,57
6,57
7,57
11,57
13,57
14,57
17,57
18,57
19,57
21,57
22,57
23,57
24,57
27,57
2,58
3,58
4,58
6,58
7,58
8,58
12,58
14,58
15,58
18,58
19,58
20,58
22,58
23,58
24,58
25,58
28,58
1,59
2,59
4,59
5,59
6,59
7,59
8,59
10,59
11,59
13,59
15,59
21,59
22,59
23,59
2,60
3,60
5,60
6,60
7,60
8,60
9,60
11,60
12,60
14,60
16,60
22,60
23,60
24,60
3,61
4,61
6,61
7,61
8,61
9,61
10,61
12,61
13,61
15,61
17,61
23,61
24,61
25,61
4,62
5,62
7,62
8,62
9,62
10,62
11,62
13,62
14,62
16,62
18,62
24,62
25,62
26,62
5,63
6,63
8,63
9,63
10,63
11,63
12,63
14,63
15,63
17,63
19,63
25,63
26,63
27,63
6,64
7,64
9,64
10,64
11,64
12,64
13,64
15,64
16,64
18,64
20,64
26,64
27,64
28,64
1,65
2,65
3,65
6,65
7,65
8,65
9,65
12,65
13,65
14,65
17,65
20,65
21,65
22,65
24,65
25,65
26,65
27,65
