1,1
2564,1
2901,1
5612,1
19,2
2582,2
2919,2
5630,2
37,3
2600,3
2937,3
5648,3
55,4
2618,4
2955,4
5666,4
73,5
2636,5
2973,5
5684,5
91,6
2654,6
2991,6
5702,6
109,7
2672,7
3009,7
5720,7
127,8
2690,8
3027,8
5738,8
145,9
2708,9
3045,9
5756,9
163,10
2726,10
3063,10
5774,10
181,11
2744,11
3081,11
5792,11
199,12
2762,12
3099,12
5810,12
217,13
2780,13
3117,13
5828,13
235,14
2798,14
3135,14
5846,14
253,15
2816,15
3153,15
5864,15
271,16
2834,16
3171,16
5882,16
289,17
2852,17
3189,17
5900,17
307,18
2870,18
3207,18
5918,18
325,19
2888,19
3225,19
5936,19
343,20
2906,20
3243,20
5954,20
361,21
2924,21
3261,21
5972,21
379,22
2942,22
3279,22
5990,22
397,23
2960,23
3297,23
6008,23
415,24
2978,24
3315,24
6026,24
433,25
2996,25
3333,25
6044,25
451,26
3014,26
3351,26
6062,26
469,27
3032,27
3369,27
6080,27
487,28
3050,28
3387,28
6098,28
505,29
3068,29
3405,29
6116,29
523,30
3086,30
3423,30
6134,30
541,31
3104,31
3441,31
6152,31
559,32
3122,32
3459,32
6170,32
577,33
3140,33
3477,33
6188,33
595,34
3158,34
3495,34
6206,34
613,35
3176,35
3513,35
6224,35
631,36
3194,36
3531,36
6242,36
649,37
3212,37
3549,37
6260,37
667,38
3230,38
3567,38
6278,38
685,39
3248,39
3585,39
6296,39
703,40
3266,40
3603,40
6314,40
721,41
3284,41
3621,41
6332,41
739,42
3302,42
3639,42
6350,42
757,43
3320,43
3657,43
6368,43
775,44
3338,44
3675,44
6386,44
793,45
3356,45
3693,45
6404,45
811,46
3374,46
3711,46
6422,46
829,47
3392,47
3729,47
6440,47
847,48
3410,48
3747,48
6458,48
865,49
3428,49
3765,49
6476,49
14,50
883,50
3446,50
3783,50
32,51
901,51
3464,51
3801,51
50,52
919,52
3482,52
3819,52
68,53
937,53
3500,53
3837,53
86,54
955,54
3518,54
3855,54
104,55
973,55
3536,55
3873,55
122,56
991,56
3554,56
3891,56
140,57
1009,57
3572,57
3909,57
158,58
1027,58
3590,58
3927,58
176,59
1045,59
3608,59
3945,59
194,60
1063,60
3626,60
3963,60
212,61
1081,61
3644,61
3981,61
230,62
1099,62
3662,62
3999,62
248,63
1117,63
3680,63
4017,63
266,64
1135,64
3698,64
4035,64
284,65
1153,65
3716,65
4053,65
302,66
1171,66
3734,66
4071,66
320,67
1189,67
3752,67
4089,67
338,68
1207,68
3770,68
4107,68
356,69
1225,69
3788,69
4125,69
374,70
1243,70
3806,70
4143,70
392,71
1261,71
3824,71
4161,71
410,72
1279,72
3842,72
4179,72
428,73
1297,73
3860,73
4197,73
446,74
1315,74
3878,74
4215,74
464,75
1333,75
3896,75
4233,75
482,76
1351,76
3914,76
4251,76
500,77
1369,77
3932,77
4269,77
518,78
1387,78
3950,78
4287,78
536,79
1405,79
3968,79
4305,79
554,80
1423,80
3986,80
4323,80
572,81
1441,81
4004,81
4341,81
590,82
1459,82
4022,82
4359,82
608,83
1477,83
4040,83
4377,83
626,84
1495,84
4058,84
4395,84
644,85
1513,85
4076,85
4413,85
662,86
1531,86
4094,86
4431,86
680,87
1549,87
4112,87
4449,87
698,88
1567,88
4130,88
4467,88
716,89
1585,89
4148,89
4485,89
734,90
1603,90
4166,90
4503,90
752,91
1621,91
4184,91
4521,91
770,92
1639,92
4202,92
4539,92
788,93
1657,93
4220,93
4557,93
806,94
1675,94
4238,94
4575,94
824,95
1693,95
4256,95
4593,95
842,96
1711,96
4274,96
4611,96
860,97
1729,97
4292,97
4629,97
878,98
1747,98
4310,98
4647,98
896,99
1765,99
4328,99
4665,99
914,100
1783,100
4346,100
4683,100
932,101
1801,101
4364,101
4701,101
950,102
1819,102
4382,102
4719,102
968,103
1837,103
4400,103
4737,103
986,104
1855,104
4418,104
4755,104
1004,105
1873,105
4436,105
4773,105
1022,106
1891,106
4454,106
4791,106
1040,107
1909,107
4472,107
4809,107
1058,108
1927,108
4490,108
4827,108
1076,109
1945,109
4508,109
4845,109
1094,110
1963,110
4526,110
4863,110
1112,111
1981,111
4544,111
4881,111
1130,112
1999,112
4562,112
4899,112
1148,113
2017,113
4580,113
4917,113
1166,114
2035,114
4598,114
4935,114
1184,115
2053,115
4616,115
4953,115
1202,116
2071,116
4634,116
4971,116
1220,117
2089,117
4652,117
4989,117
1238,118
2107,118
4670,118
5007,118
1256,119
2125,119
4688,119
5025,119
1274,120
2143,120
4706,120
5043,120
1292,121
2161,121
4724,121
5061,121
1310,122
2179,122
4742,122
5079,122
1328,123
2197,123
4760,123
5097,123
1346,124
2215,124
4778,124
5115,124
1364,125
2233,125
4796,125
5133,125
1382,126
2251,126
4814,126
5151,126
1400,127
2269,127
4832,127
5169,127
1418,128
2287,128
4850,128
5187,128
1436,129
2305,129
4868,129
5205,129
1454,130
2323,130
4886,130
5223,130
1472,131
2341,131
4904,131
5241,131
1490,132
2359,132
4922,132
5259,132
1508,133
2377,133
4940,133
5277,133
1526,134
2395,134
4958,134
5295,134
1544,135
2413,135
4976,135
5313,135
1562,136
2431,136
4994,136
5331,136
1580,137
2449,137
5012,137
5349,137
1598,138
2467,138
5030,138
5367,138
1616,139
2485,139
5048,139
5385,139
1634,140
2503,140
5066,140
5403,140
1652,141
2521,141
5084,141
5421,141
1670,142
2539,142
5102,142
5439,142
1688,143
2557,143
5120,143
5457,143
1706,144
2575,144
5138,144
5475,144
1724,145
2593,145
5156,145
5493,145
1742,146
2611,146
5174,146
5511,146
1760,147
2629,147
5192,147
5529,147
1778,148
2647,148
5210,148
5547,148
1796,149
2665,149
5228,149
5565,149
1814,150
2683,150
5246,150
5583,150
1832,151
2701,151
5264,151
5601,151
1850,152
2719,152
5282,152
5619,152
1868,153
2737,153
5300,153
5637,153
1886,154
2755,154
5318,154
5655,154
1904,155
2773,155
5336,155
5673,155
1922,156
2791,156
5354,156
5691,156
1940,157
2809,157
5372,157
5709,157
1958,158
2827,158
5390,158
5727,158
1976,159
2845,159
5408,159
5745,159
1994,160
2863,160
5426,160
5763,160
2012,161
2881,161
5444,161
5781,161
2030,162
2899,162
5462,162
5799,162
2048,163
2917,163
5480,163
5817,163
2066,164
2935,164
5498,164
5835,164
2084,165
2953,165
5516,165
5853,165
2102,166
2971,166
5534,166
5871,166
2120,167
2989,167
5552,167
5889,167
2138,168
3007,168
5570,168
5907,168
2156,169
3025,169
5588,169
5925,169
2174,170
3043,170
5606,170
5943,170
2192,171
3061,171
5624,171
5961,171
2210,172
3079,172
5642,172
5979,172
2228,173
3097,173
5660,173
5997,173
2246,174
3115,174
5678,174
6015,174
2264,175
3133,175
5696,175
6033,175
2282,176
3151,176
5714,176
6051,176
2300,177
3169,177
5732,177
6069,177
2318,178
3187,178
5750,178
6087,178
2336,179
3205,179
5768,179
6105,179
2354,180
3223,180
5786,180
6123,180
2372,181
3241,181
5804,181
6141,181
2390,182
3259,182
5822,182
6159,182
2408,183
3277,183
5840,183
6177,183
2426,184
3295,184
5858,184
6195,184
2444,185
3313,185
5876,185
6213,185
2462,186
3331,186
5894,186
6231,186
2480,187
3349,187
5912,187
6249,187
2498,188
3367,188
5930,188
6267,188
2516,189
3385,189
5948,189
6285,189
2534,190
3403,190
5966,190
6303,190
2552,191
3421,191
5984,191
6321,191
2570,192
3439,192
6002,192
6339,192
2588,193
3457,193
6020,193
6357,193
2606,194
3475,194
6038,194
6375,194
2624,195
3493,195
6056,195
6393,195
2642,196
3511,196
6074,196
6411,196
2660,197
3529,197
6092,197
6429,197
2678,198
3547,198
6110,198
6447,198
2696,199
3565,199
6128,199
6465,199
3,200
