1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
1,64
3,64
8,64
9,64
11,64
13,64
15,64
16,64
17,64
24,64
26,64
28,64
29,64
31,64
32,64
33,64
34,64
38,64
39,64
40,64
41,64
42,64
43,64
45,64
46,64
49,64
59,64
62,64
2,65
4,65
9,65
10,65
12,65
14,65
16,65
17,65
18,65
25,65
27,65
29,65
30,65
32,65
33,65
34,65
35,65
39,65
40,65
41,65
42,65
43,65
44,65
46,65
47,65
50,65
60,65
63,65
1,66
5,66
8,66
9,66
10,66
16,66
18,66
19,66
24,66
29,66
30,66
32,66
35,66
36,66
38,66
39,66
44,66
46,66
47,66
48,66
49,66
51,66
59,66
61,66
62,66
2,67
6,67
9,67
10,67
11,67
17,67
19,67
20,67
25,67
30,67
31,67
33,67
36,67
37,67
39,67
40,67
45,67
47,67
48,67
49,67
50,67
52,67
60,67
62,67
63,67
1,68
7,68
8,68
9,68
10,68
12,68
13,68
15,68
16,68
17,68
18,68
20,68
21,68
24,68
28,68
29,68
33,68
37,68
39,68
42,68
43,68
45,68
48,68
50,68
51,68
53,68
59,68
61,68
62,68
63,68
1,69
2,69
3,69
10,69
14,69
15,69
18,69
19,69
21,69
22,69
24,69
25,69
26,69
28,69
30,69
31,69
32,69
33,69
39,69
41,69
42,69
44,69
45,69
51,69
52,69
54,69
59,69
60,69
63,69
1,70
2,70
4,70
8,70
9,70
13,70
17,70
19,70
20,70
22,70
23,70
24,70
25,70
27,70
28,70
38,70
39,70
41,70
49,70
52,70
53,70
55,70
59,70
60,70
61,70
62,70
2,71
3,71
5,71
9,71
10,71
14,71
18,71
20,71
21,71
23,71
24,71
25,71
26,71
28,71
29,71
39,71
40,71
42,71
50,71
53,71
54,71
56,71
60,71
61,71
62,71
63,71
1,72
4,72
6,72
8,72
9,72
10,72
13,72
16,72
17,72
19,72
21,72
22,72
25,72
27,72
28,72
30,72
31,72
32,72
33,72
34,72
38,72
39,72
42,72
45,72
46,72
49,72
51,72
54,72
55,72
57,72
59,72
61,72
63,72
1,73
2,73
3,73
5,73
7,73
8,73
10,73
13,73
14,73
15,73
16,73
18,73
20,73
22,73
23,73
24,73
35,73
38,73
41,73
42,73
45,73
47,73
49,73
50,73
52,73
55,73
56,73
58,73
59,73
60,73
2,74
3,74
4,74
6,74
8,74
9,74
11,74
14,74
15,74
16,74
17,74
19,74
21,74
23,74
24,74
25,74
36,74
39,74
42,74
43,74
46,74
48,74
50,74
51,74
53,74
56,74
57,74
59,74
60,74
61,74
3,75
4,75
5,75
7,75
9,75
10,75
12,75
15,75
16,75
17,75
18,75
20,75
22,75
24,75
25,75
26,75
37,75
40,75
43,75
44,75
47,75
49,75
51,75
52,75
54,75
57,75
58,75
60,75
61,75
62,75
4,76
5,76
6,76
8,76
10,76
11,76
13,76
16,76
17,76
18,76
19,76
21,76
23,76
25,76
26,76
27,76
38,76
41,76
44,76
45,76
48,76
50,76
52,76
53,76
55,76
58,76
59,76
61,76
62,76
63,76
1,77
3,77
5,77
6,77
7,77
8,77
12,77
13,77
14,77
15,77
16,77
18,77
19,77
20,77
22,77
27,77
29,77
31,77
32,77
33,77
34,77
38,77
40,77
41,77
43,77
51,77
53,77
54,77
56,77
60,77
63,77
1,78
2,78
3,78
4,78
6,78
7,78
11,78
14,78
19,78
20,78
21,78
23,78
24,78
26,78
29,78
30,78
31,78
35,78
38,78
40,78
43,78
44,78
45,78
46,78
49,78
52,78
54,78
55,78
57,78
59,78
61,78
62,78
2,79
3,79
4,79
5,79
7,79
8,79
12,79
15,79
20,79
21,79
22,79
24,79
25,79
27,79
30,79
31,79
32,79
36,79
39,79
41,79
44,79
45,79
46,79
47,79
50,79
53,79
55,79
56,79
58,79
60,79
62,79
63,79
1,80
4,80
5,80
6,80
11,80
15,80
17,80
21,80
22,80
23,80
24,80
25,80
29,80
34,80
37,80
38,80
39,80
41,80
43,80
47,80
48,80
49,80
51,80
54,80
56,80
57,80
61,80
62,80
63,80
1,81
2,81
3,81
5,81
6,81
7,81
8,81
9,81
11,81
